item_code,asset_code,old_code,serial_code,model,brand,entry_date,assignment_date,condition,availability_status,notes
EQ-0001,27740776,451625,S-451625,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740777,451626,S-451626,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740778,451627,S-451627,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740779,451628,S-451628,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740780,451629,S-451629,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740781,451630,S-451630,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740782,451631,S-451631,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740783,451632,S-451632,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740784,451633,S-451633,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740785,451634,S-451634,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740786,451635,S-451635,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740787,451636,S-451636,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740788,451637,S-451637,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740789,451638,S-451638,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740790,451639,S-451639,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740791,451640,S-451640,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740792,451641,S-451641,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740793,451642,S-451642,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740794,451643,S-451643,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740795,451644,S-451644,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0001,27740796,451645,S-451645,S/M,PHYME,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0054,27740797,451648,S-451648,S/M,GOSSEN,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0054,27740798,451649,S-451649,S/M,GOSSEN,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0055,27740799,451650,S-451650,S/M,GOSSEN,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0055,27740800,451651,S-451651,S/M,GOSSEN,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0051,27740801,451652,S-451652,S/M,NEBENWINDERSTAND,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0051,27740802,451653,S-451653,S/M,NEBENWINDERSTAND,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0051,27740803,451654,S-451654,S/M,NEBENWINDERSTAND,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0057,27740804,451660,S-451660,S/M,NORMA,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0057,27740805,451661,S-451661,S/M,NORMA,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0034,27740806,451662,S-451662,S/M,WHESTSTONE THOMSON,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0006,27740807,451720,S-451720,S/M,S/M,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0006,27740808,451721,S-451721,S/M,S/M,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0005,27740809,451722,S-451722,S/M,S/M,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0058,27740982,102099,S-102099,S/M,S/M,1989-06-28,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0060,27740983,102114,S-102114,S/M,S/M,1989-06-28,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0059,27740984,102115,S-102115,S/M,S/M,1989-06-28,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0156,27741842,92232,1976,92232,EQUITECH TRAINING SYSTEMS LTD.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0094,27741843,92246,28-220,92246,92246,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0066,27741844,92247,SINSERIE 75,92247,T.E.I.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0065,27741845,92260,92260,92260,92260,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0088,27741846,92261,SIN SERIE 75,92261,T.E.I.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0090,27741847,92262,92263,92262,T.E.I.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0089,27741848,92263,92262,92263,EQUITECH TRAINING SYSTEMS LTD.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0067,27741849,92287,92287,FXCT150,SHULUMBERGER,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0068,27741850,92300,92300,DL2006A,92300,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0087,27741851,92303,92303,92303,92303,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0191,27741852,92355,92355,TM 132,TERCO,1983-06-07,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0175,27741857,92437,92437,92437,BRETFORD,2004-07-09,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0194,27741858,92460,92460,LS-604.600W,TRIPP LITE,1991-12-27,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0062,27741859,92713,92713,92713,HUSTLER,1995-06-23,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0061,27741860,92714,92714,92714,MOTOROLA,1995-06-23,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0063,27741861,92782,92782,92782,92782,1996-10-01,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0064,27741862,92783,92783,92783,92783,1996-10-01,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0069,27742001,98889,SINSERIE 98889,98889,98889,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0070,27742002,98890,SINSERIE 98890,98890,98890,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0071,27742003,98891,SINSERIE 98891,98891,98891,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0072,27742004,98892,SINSERIE 98892,98892,98892,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0073,27742005,98893,SINSERIE 98893,98893,98893,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0074,27742006,98894,SINSERIE 98894,98894,98894,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0075,27742007,98895,SINSERIE 98895,98895,98895,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0076,27742008,98896,SINSERIE 98896,98896,98896,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0077,27742009,98897,SINSERIE 98897,98897,98897,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0078,27742010,98898,SINSERIE 98898,98898,98898,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0079,27742011,98899,SINSERIE 98899,98899,98899,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0080,27742012,98900,SINSERIE 98900,98900,98900,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0081,27742013,98901,SINSERIE 98901,98901,98901,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0082,27742014,98902,SINSERIE 98902,98902,98902,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0083,27742015,98903,SINSERIE 98903,98903,98903,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0084,27742016,98904,SINSERIE 98904,98904,98904,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0085,27742017,98905,SINSERIE 98905,98905,98905,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0086,27742018,98906,SINSERIE 98906,98906,98906,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0095,27742326,102039,102039,102039,102039,1995-08-03,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0102,27742327,102040,102040,102040,PANAMAX,1995-08-03,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0176,27742328,102154,102154,102154,BRETFORD,2004-07-09,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0103,27743627,294662,SIN.S/N 294662,13-414,APS,2010-07-06,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0067,27745814,446134,SIN.S/N 446134,FXCT150,SHULUMBERGER,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0156,27745815,446283,SIN.S/N 1976,446283,EQUITECH TRAINING SYSTEMS LTD.,1982-02-15,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747101,451550,SIN.S/N 451550,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747102,451551,SIN.S/N 451551,14-514,AMERICAN POWER,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747103,451552,SIN.S/N 451552,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747104,451553,SIN.S/N 451553,14-514,ELECTRICORD,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747105,451554,SIN.S/N 451554,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747106,451555,SIN.S/N 451555,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747107,451556,SIN.S/N 451556,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747108,451557,SIN.S/N 451557,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747109,451558,SIN.S/N 451558,14-514,ELECTRICORD,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747110,451559,SIN.S/N 451559,14-514,NIPPON AMERICA,2004-06-25,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0104,27747111,,27747111,LGF6-15-03,NIPPON AMERICA MODELO 14,,,good,available,Inventario oficial 2026-06-09; asignación: nombre_oficial_exacto
EQ-0175,27747112,451563,SIN.S/N 451563,451563,S/M,2004-07-09,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747114,451701,SIN.S/N 451701,451701,451701,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747115,451702,SIN.S/N 451702,451702,451702,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747116,451703,SIN.S/N 451703,451703,451703,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747117,451704,SIN.S/N 451704,451704,451704,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747118,451705,SIN.S/N 451705,451705,451705,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747119,451706,SIN.S/N 451706,451706,451706,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747120,451707,SIN.S/N 451707,451707,451707,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747121,451708,SIN.S/N 451708,451708,451708,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747122,451709,SIN.S/N 451709,451709,451709,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747123,451710,SIN.S/N 451710,451710,451710,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747124,451711,SIN.S/N 451711,451711,451711,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747125,451712,SIN.S/N 451712,451712,451712,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747126,451713,SIN.S/N 451713,451713,451713,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747127,451714,SIN.S/N 451714,451714,451714,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747128,451715,SIN.S/N 451715,451715,451715,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747129,451716,SIN.S/N 451716,451716,451716,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747130,451717,SIN.S/N 451717,451717,451717,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747131,451718,SIN.S/N 451718,451718,451718,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0186,27747132,451719,SIN.S/N 451719,451719,451719,1983-05-24,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0095,27747133,451755,SIN.S/N 451755,451755,NORTH,1995-08-03,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0095,27747134,451756,SIN.S/N 451756,451756,NORTH,1995-08-03,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0113,27747784,471081,SIN.S/N 110560000000,B8011,PROTEK,2014-02-12,2019-05-03,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
